retailer,invoice_date,region,state,product,price_per_unit,units_sold,total_sales
Foot Locker,2021-12-20,Northeast,Maryland,Women's Apparel,61,72,4392
Foot Locker,2020-11-02,Midwest,Minnesota,Men's Apparel,50,75,3750
Sports Direct,2021-03-03,Northeast,Connecticut,Women's Street Footwear,23,75,1725
Foot Locker,2021-03-13,Northeast,Delaware,Women's Apparel,39,72,2808
Foot Locker,2020-11-14,Midwest,Minnesota,Men's Apparel,55,75,4125
Sports Direct,2021-01-17,Northeast,Rhode Island,Women's Street Footwear,22,75,1650
Kohl's,2021-11-14,Northeast,Delaware,Men's Apparel,60,72,4320
Foot Locker,2020-12-13,Midwest,Minnesota,Women's Athletic Footwear,35,75,2625
Sports Direct,2021-02-15,Northeast,Massachusetts,Women's Athletic Footwear,27,75,2025
Kohl's,2021-01-10,Northeast,Delaware,Women's Street Footwear,24,72,1728
Foot Locker,2020-12-14,Midwest,Minnesota,Men's Apparel,45,75,3375
Sports Direct,2021-06-15,Northeast,Massachusetts,Women's Street Footwear,36,75,2700
Kohl's,2021-09-06,Northeast,New Jersey,Men's Athletic Footwear,41,72,2952
West Gear,2020-01-11,West,Nevada,Women's Athletic Footwear,44,74,3256
Sports Direct,2021-10-05,Northeast,Connecticut,Men's Athletic Footwear,52,72,3744
West Gear,2020-04-05,West,Colorado,Women's Athletic Footwear,56,74,4144
Foot Locker,2021-11-04,Northeast,Connecticut,Women's Athletic Footwear,50,80,4000
Amazon,2021-05-10,Northeast,Vermont,Men's Apparel,55,72,3960
Sports Direct,2021-08-23,South,Alabama,Men's Apparel,23,74,1702
Amazon,2021-11-14,Northeast,Massachusetts,Women's Athletic Footwear,51,80,4080
Foot Locker,2021-05-24,South,Tennessee,Women's Athletic Footwear,30,75,2250
Amazon,2021-08-18,Northeast,New Hampshire,Women's Athletic Footwear,51,72,3672
Amazon,2021-12-17,Northeast,Maine,Men's Athletic Footwear,53,74,3922
Foot Locker,2021-10-24,South,Texas,Women's Street Footwear,28,72,2016
Sports Direct,2021-02-17,Southeast,Florida,Women's Athletic Footwear,45,74,3330
Amazon,2021-03-10,Northeast,Vermont,Women's Apparel,41,80,3280
Foot Locker,2021-11-29,Northeast,Pennsylvania,Women's Street Footwear,43,72,3096
Walmart,2021-09-18,Southeast,Florida,Men's Apparel,64,74,4736
Amazon,2021-05-10,Northeast,Vermont,Men's Athletic Footwear,54,80,4320
Foot Locker,2021-06-23,West,Arizona,Men's Apparel,43,72,3096
West Gear,2021-04-11,West,Utah,Men's Apparel,33,74,2442
Amazon,2021-11-11,Northeast,Vermont,Men's Apparel,67,80,5360
Sports Direct,2021-08-04,Northeast,Connecticut,Women's Athletic Footwear,32,72,2304
West Gear,2021-04-17,South,Louisiana,Women's Athletic Footwear,39,74,2886
Foot Locker,2021-01-10,Northeast,Connecticut,Women's Street Footwear,19,72,1368
Kohl's,2021-02-26,West,New Mexico,Women's Athletic Footwear,43,74,3182
Amazon,2021-05-17,Northeast,New Hampshire,Women's Athletic Footwear,52,80,4160
Foot Locker,2021-01-10,Northeast,Connecticut,Women's Apparel,26,72,1872
Amazon,2021-09-23,Southeast,Kentucky,Women's Apparel,49,74,3626
West Gear,2020-01-06,West,Nevada,Men's Apparel,37,80,2960
Sports Direct,2021-06-15,Northeast,Massachusetts,Women's Athletic Footwear,34,72,2448
Foot Locker,2021-12-21,Southeast,Kentucky,Women's Street Footwear,51,74,3774
Foot Locker,2021-08-24,Southeast,Virginia,Women's Apparel,55,80,4400
Foot Locker,2021-06-09,Midwest,Nebraska,Men's Athletic Footwear,35,75,2625
Amazon,2021-02-12,Northeast,Massachusetts,Men's Athletic Footwear,33,72,2376
Kohl's,2021-11-20,South,Oklahoma,Women's Street Footwear,23,74,1702
Amazon,2021-08-11,Northeast,Vermont,Men's Apparel,43,72,3096
Foot Locker,2021-06-10,Midwest,Nebraska,Women's Street Footwear,25,75,1875
Sports Direct,2021-01-09,Midwest,South Dakota,Men's Athletic Footwear,32,74,2368
Amazon,2021-09-10,Northeast,Vermont,Women's Street Footwear,40,72,2880
Foot Locker,2021-07-11,Midwest,Nebraska,Women's Athletic Footwear,20,75,1500
West Gear,2021-09-18,South,Louisiana,Women's Athletic Footwear,34,80,2720
Sports Direct,2021-01-09,Midwest,South Dakota,Women's Street Footwear,25,74,1850
Foot Locker,2021-11-22,Northeast,Pennsylvania,Men's Athletic Footwear,59,70,4130
Foot Locker,2021-07-12,Midwest,Nebraska,Men's Apparel,30,75,2250
Sports Direct,2021-02-13,Southeast,Georgia,Women's Athletic Footwear,30,80,2400
West Gear,2021-03-09,Midwest,Indiana,Women's Apparel,24,74,1776
West Gear,2020-01-06,West,Nevada,Men's Apparel,47,70,3290
West Gear,2021-09-11,Midwest,Indiana,Men's Athletic Footwear,29,74,2146
Amazon,2021-12-28,Northeast,Maine,Men's Athletic Footwear,46,70,3220
West Gear,2021-06-17,Northeast,West Virginia,Men's Apparel,41,74,3034
West Gear,2021-05-19,South,Oklahoma,Men's Apparel,33,80,2640
Walmart,2021-10-10,West,Hawaii,Men's Apparel,63,70,4410
Amazon,2021-10-21,Northeast,Maine,Women's Athletic Footwear,35,75,2625
Sports Direct,2021-02-15,Northeast,Massachusetts,Women's Apparel,30,80,2400
Foot Locker,2021-09-25,Southeast,Virginia,Women's Apparel,42,70,2940
Amazon,2021-11-02,Northeast,Maine,Women's Athletic Footwear,35,75,2625
Sports Direct,2021-07-13,Northeast,Massachusetts,Men's Apparel,41,80,3280
Foot Locker,2021-05-13,Northeast,Delaware,Men's Apparel,50,74,3700
Foot Locker,2021-02-18,Midwest,Missouri,Women's Athletic Footwear,24,70,1680
Amazon,2021-03-10,Northeast,Vermont,Men's Athletic Footwear,36,80,2880
Amazon,2021-11-03,Northeast,Maine,Men's Apparel,50,75,3750
Kohl's,2021-02-08,Northeast,New Jersey,Women's Apparel,32,74,2368
Foot Locker,2021-05-19,Midwest,Missouri,Men's Apparel,44,70,3080
Foot Locker,2021-03-11,Midwest,South Dakota,Women's Athletic Footwear,35,75,2625
Kohl's,2021-07-06,Northeast,New Jersey,Men's Apparel,48,74,3552
West Gear,2021-04-11,West,Utah,Women's Athletic Footwear,18,70,1260
Foot Locker,2021-04-12,Midwest,South Dakota,Women's Athletic Footwear,35,75,2625
Amazon,2021-04-18,Northeast,New Hampshire,Women's Street Footwear,26,80,2080
Sports Direct,2021-05-03,Northeast,Connecticut,Women's Street Footwear,43,74,3182
Foot Locker,2021-02-04,West,Idaho,Men's Apparel,39,70,2730
Amazon,2021-08-18,Northeast,New Hampshire,Men's Apparel,45,80,3600
Sports Direct,2021-06-05,Northeast,Connecticut,Men's Apparel,53,74,3922
Walmart,2021-02-21,South,Arkansas,Women's Athletic Footwear,18,70,1260
Foot Locker,2021-10-05,Northeast,Connecticut,Women's Apparel,63,74,4662
Foot Locker,2021-11-13,Midwest,Kansas,Men's Apparel,68,70,4760
Sports Direct,2021-12-06,Northeast,Rhode Island,Women's Street Footwear,47,74,3478
Foot Locker,2021-06-12,Midwest,South Dakota,Men's Athletic Footwear,39,70,2730
Foot Locker,2021-12-05,Northeast,Pennsylvania,Women's Street Footwear,38,79,3002
Amazon,2021-02-12,Northeast,Massachusetts,Women's Street Footwear,33,74,2442
Foot Locker,2021-12-14,Northeast,Pennsylvania,Women's Apparel,48,79,3792
Foot Locker,2021-11-02,Northeast,Pennsylvania,Women's Apparel,30,74,2220
Foot Locker,2021-12-29,Northeast,Pennsylvania,Women's Street Footwear,44,79,3476
Foot Locker,2021-12-20,Northeast,Pennsylvania,Women's Apparel,42,74,3108
West Gear,2021-04-20,South,Oklahoma,Men's Athletic Footwear,18,79,1422
Foot Locker,2021-05-23,South,Tennessee,Women's Street Footwear,19,74,1406
Foot Locker,2021-01-10,Northeast,Connecticut,Men's Athletic Footwear,28,79,2212
Foot Locker,2021-09-25,Southeast,Virginia,Men's Apparel,39,74,2886
Foot Locker,2021-09-06,Northeast,Rhode Island,Men's Athletic Footwear,30,79,2370
West Gear,2020-05-29,West,Colorado,Women's Athletic Footwear,49,78,3822
Kohl's,2021-01-18,Midwest,Montana,Women's Athletic Footwear,36,78,2808
Sports Direct,2021-10-12,Midwest,South Dakota,Women's Apparel,55,70,3850
Sports Direct,2021-05-14,Southeast,Georgia,Men's Apparel,39,74,2886
Sports Direct,2021-09-28,South,Alabama,Men's Apparel,29,78,2262
Foot Locker,2021-01-06,Midwest,North Dakota,Men's Athletic Footwear,29,70,2030
West Gear,2021-01-23,South,Arkansas,Women's Athletic Footwear,13,74,962
Foot Locker,2021-03-23,Southeast,Virginia,Women's Apparel,49,78,3822
West Gear,2021-01-03,Midwest,Iowa,Men's Athletic Footwear,29,70,2030
West Gear,2021-05-19,South,Oklahoma,Women's Athletic Footwear,26,74,1924
Sports Direct,2021-05-03,Northeast,Connecticut,Men's Apparel,50,70,3500
West Gear,2021-10-21,South,Oklahoma,Women's Street Footwear,14,74,1036
Foot Locker,2021-04-24,Southeast,Virginia,Women's Apparel,64,78,4992
Sports Direct,2021-05-03,Northeast,Connecticut,Women's Athletic Footwear,32,74,2368
Sports Direct,2021-01-17,Northeast,Rhode Island,Women's Apparel,38,70,2660
Amazon,2021-11-14,Northeast,Massachusetts,Men's Apparel,63,70,4410
Amazon,2021-03-10,Northeast,Vermont,Men's Athletic Footwear,42,70,2940
West Gear,2021-09-18,South,Louisiana,Women's Street Footwear,43,78,3354
Foot Locker,2021-06-08,Northeast,Rhode Island,Women's Street Footwear,32,74,2368
Foot Locker,2021-10-27,Northeast,Pennsylvania,Women's Apparel,32,70,2240
Amazon,2021-01-22,Midwest,Ohio,Men's Athletic Footwear,38,78,2964
West Gear,2020-01-12,West,Nevada,Men's Apparel,37,70,2590
Amazon,2021-02-22,Southeast,Kentucky,Women's Apparel,39,78,3042
Sports Direct,2021-11-07,Northeast,Rhode Island,Men's Athletic Footwear,40,74,2960
Sports Direct,2021-01-23,South,Mississippi,Women's Athletic Footwear,19,78,1482
Walmart,2021-05-19,South,Arkansas,Women's Athletic Footwear,34,78,2652
Walmart,2021-10-21,South,Arkansas,Women's Street Footwear,19,78,1482
Kohl's,2021-11-20,South,Oklahoma,Men's Athletic Footwear,14,78,1092
Foot Locker,2021-08-12,Midwest,South Dakota,Men's Athletic Footwear,42,78,3276
Foot Locker,2021-12-08,Midwest,North Dakota,Women's Apparel,63,78,4914
Foot Locker,2021-08-06,Midwest,Iowa,Men's Athletic Footwear,42,78,3276
West Gear,2021-11-03,Midwest,Wisconsin,Men's Athletic Footwear,32,78,2496
Foot Locker,2021-05-22,South,Tennessee,Men's Athletic Footwear,23,70,1610
West Gear,2021-01-10,Midwest,Wisconsin,Men's Athletic Footwear,32,78,2496
Foot Locker,2021-09-25,Southeast,Virginia,Women's Athletic Footwear,37,70,2590
West Gear,2021-04-24,West,Oregon,Women's Athletic Footwear,34,70,2380
Walmart,2021-03-19,South,Arkansas,Women's Athletic Footwear,15,70,1050
West Gear,2021-04-20,South,Oklahoma,Women's Street Footwear,10,70,700
Kohl's,2021-01-16,South,Oklahoma,Women's Athletic Footwear,16,70,1120
Foot Locker,2021-06-08,Northeast,Rhode Island,Women's Athletic Footwear,26,70,1820
Sports Direct,2021-01-17,Northeast,Rhode Island,Men's Athletic Footwear,38,68,2584
Sports Direct,2021-02-15,Northeast,Rhode Island,Women's Street Footwear,24,70,1680
Amazon,2021-01-14,Northeast,Massachusetts,Men's Apparel,37,70,2590
Sports Direct,2021-02-15,Northeast,Massachusetts,Women's Athletic Footwear,32,68,2176
Amazon,2021-09-17,Northeast,New Hampshire,Men's Apparel,48,70,3360
Sports Direct,2021-06-15,Northeast,Massachusetts,Women's Street Footwear,42,68,2856
Foot Locker,2021-02-22,Northeast,New Hampshire,Men's Athletic Footwear,42,70,2940
Sports Direct,2021-07-13,Northeast,Massachusetts,Men's Apparel,53,68,3604
Foot Locker,2021-06-05,Midwest,Illinois,Women's Apparel,41,69,2829
Amazon,2021-01-14,Northeast,Massachusetts,Men's Apparel,52,68,3536
Foot Locker,2021-12-28,Northeast,Pennsylvania,Men's Athletic Footwear,55,69,3795
Amazon,2021-08-11,Northeast,Vermont,Women's Athletic Footwear,49,68,3332
West Gear,2020-04-11,West,Colorado,Women's Athletic Footwear,58,69,4002
Amazon,2021-04-18,Northeast,New Hampshire,Men's Athletic Footwear,49,68,3332
Sports Direct,2021-03-26,South,Tennessee,Men's Apparel,39,69,2691
Foot Locker,2021-10-23,South,Texas,Men's Athletic Footwear,34,68,2312
Foot Locker,2021-12-16,Northeast,Pennsylvania,Men's Athletic Footwear,35,68,2380
Foot Locker,2021-07-07,Midwest,Nebraska,Women's Apparel,44,69,3036
Foot Locker,2021-12-22,Northeast,Pennsylvania,Men's Athletic Footwear,43,68,2924
Amazon,2021-03-20,West,Alaska,Women's Street Footwear,41,69,2829
Walmart,2021-05-18,Southeast,Florida,Men's Apparel,42,68,2856
Amazon,2021-05-20,West,Alaska,Men's Apparel,62,69,4278
Foot Locker,2021-04-24,Southeast,Virginia,Women's Athletic Footwear,32,68,2176
Foot Locker,2021-03-09,West,Hawaii,Women's Athletic Footwear,52,69,3588
West Gear,2021-01-24,West,Utah,Women's Athletic Footwear,30,68,2040
Foot Locker,2021-04-24,Southeast,Virginia,Men's Athletic Footwear,59,69,4071
West Gear,2021-01-17,West,Oregon,Men's Apparel,33,68,2244
Foot Locker,2021-05-25,Southeast,Virginia,Women's Athletic Footwear,47,69,3243
Foot Locker,2021-01-23,West,Idaho,Men's Apparel,35,68,2380
Foot Locker,2021-02-23,West,Arizona,Women's Athletic Footwear,26,68,1768
Foot Locker,2021-03-22,West,Arizona,Women's Athletic Footwear,38,68,2584
West Gear,2021-10-21,South,Oklahoma,Men's Apparel,22,68,1496
Sports Direct,2021-03-03,Northeast,Connecticut,Men's Athletic Footwear,32,68,2176
Foot Locker,2021-07-06,Northeast,Rhode Island,Men's Apparel,33,68,2244
Foot Locker,2021-10-08,Northeast,Rhode Island,Men's Athletic Footwear,38,68,2584
Sports Direct,2021-11-07,Northeast,Rhode Island,Women's Street Footwear,37,68,2516
Sports Direct,2021-11-07,Northeast,Rhode Island,Women's Athletic Footwear,36,68,2448
Sports Direct,2021-03-13,Northeast,Massachusetts,Women's Apparel,31,68,2108
Sports Direct,2021-05-13,Northeast,Massachusetts,Men's Athletic Footwear,34,68,2312
Sports Direct,2021-05-13,Northeast,Massachusetts,Women's Street Footwear,30,68,2040
Sports Direct,2021-10-15,Northeast,Massachusetts,Men's Athletic Footwear,37,68,2516
Amazon,2021-10-15,Northeast,Massachusetts,Women's Apparel,51,68,3468
Foot Locker,2021-10-23,West,Arizona,Men's Apparel,53,69,3657
Amazon,2021-02-12,Northeast,Vermont,Men's Apparel,36,68,2448
Sports Direct,2021-04-13,Southeast,Georgia,Women's Athletic Footwear,48,69,3312
Amazon,2021-04-11,Northeast,Vermont,Men's Athletic Footwear,35,68,2380
Amazon,2021-07-21,Southeast,Kentucky,Women's Street Footwear,38,69,2622
Amazon,2021-09-10,Northeast,Vermont,Men's Apparel,48,68,3264
West Gear,2021-03-19,South,Oklahoma,Women's Apparel,23,69,1587
Amazon,2021-02-19,Northeast,New Hampshire,Women's Athletic Footwear,31,68,2108
West Gear,2021-09-19,South,Oklahoma,Women's Street Footwear,14,69,966
Foot Locker,2021-12-23,Northeast,Pennsylvania,Women's Street Footwear,47,66,3102
Kohl's,2021-08-13,Midwest,Kansas,Men's Apparel,47,69,3243
West Gear,2020-01-30,West,Nevada,Men's Apparel,43,66,2838
Sports Direct,2021-02-09,Midwest,North Dakota,Women's Apparel,23,69,1587
Foot Locker,2021-05-07,Midwest,Iowa,Women's Apparel,46,69,3174
West Gear,2021-11-03,Midwest,Wisconsin,Women's Street Footwear,33,69,2277
Sports Direct,2021-02-05,Northeast,Connecticut,Men's Apparel,39,66,2574
West Gear,2021-03-16,Northeast,West Virginia,Men's Athletic Footwear,27,69,1863
Foot Locker,2021-06-08,Northeast,Rhode Island,Men's Apparel,39,66,2574
Sports Direct,2021-10-08,Northeast,Rhode Island,Women's Apparel,47,66,3102
Amazon,2021-09-10,Northeast,Vermont,Women's Athletic Footwear,35,66,2310
Amazon,2021-10-12,Northeast,Vermont,Women's Street Footwear,40,66,2640
Foot Locker,2021-06-23,Midwest,Illinois,Women's Apparel,49,65,3185
Foot Locker,2021-07-08,Midwest,Illinois,Women's Street Footwear,36,65,2340
Foot Locker,2021-07-29,Midwest,Illinois,Women's Apparel,60,65,3900
Foot Locker,2021-07-31,Midwest,Illinois,Men's Athletic Footwear,46,65,2990
Foot Locker,2021-08-04,Midwest,Illinois,Women's Apparel,61,65,3965
Foot Locker,2021-12-26,Northeast,Pennsylvania,Women's Apparel,71,65,4615
Foot Locker,2021-12-29,Northeast,Pennsylvania,Women's Street Footwear,55,65,3575
West Gear,2020-06-05,West,Washington,Men's Apparel,52,65,3380
Foot Locker,2020-10-18,Southeast,Florida,Men's Athletic Footwear,33,65,2145
Foot Locker,2020-10-22,Midwest,Minnesota,Women's Apparel,32,65,2080
Foot Locker,2020-10-28,Midwest,Minnesota,Women's Apparel,34,65,2210
Foot Locker,2021-05-23,South,Tennessee,Women's Street Footwear,24,65,1560
Foot Locker,2021-07-31,Midwest,Nebraska,Women's Apparel,54,65,3510
Amazon,2021-02-22,West,Alaska,Men's Athletic Footwear,53,65,3445
Amazon,2021-03-20,West,Alaska,Men's Athletic Footwear,52,65,3380
West Gear,2021-06-17,Northeast,West Virginia,Women's Athletic Footwear,33,69,2277
Amazon,2021-08-21,West,Alaska,Men's Apparel,62,65,4030
Foot Locker,2021-02-15,Northeast,Maryland,Women's Street Footwear,27,69,1863
Walmart,2021-09-18,Southeast,Florida,Women's Athletic Footwear,54,65,3510
Foot Locker,2021-03-23,Southeast,Virginia,Women's Athletic Footwear,48,65,3120
Foot Locker,2021-09-25,Southeast,Virginia,Women's Street Footwear,47,65,3055
Foot Locker,2021-03-13,Northeast,Delaware,Women's Street Footwear,29,69,2001
Foot Locker,2021-04-18,Midwest,Missouri,Men's Apparel,36,65,2340
Foot Locker,2021-05-13,Northeast,Delaware,Men's Athletic Footwear,47,69,3243
Foot Locker,2021-05-19,Midwest,Missouri,Women's Athletic Footwear,29,65,1885
Kohl's,2021-01-10,Northeast,Delaware,Women's Apparel,33,69,2277
West Gear,2021-03-23,West,Oregon,Women's Athletic Footwear,49,65,3185
West Gear,2021-05-18,South,Louisiana,Men's Apparel,36,65,2340
Kohl's,2021-06-08,Northeast,New Jersey,Women's Street Footwear,38,69,2622
Kohl's,2021-05-27,West,New Mexico,Men's Apparel,56,65,3640
Sports Direct,2021-04-04,Northeast,Connecticut,Women's Apparel,36,69,2484
Amazon,2021-03-21,Southeast,Kentucky,Women's Apparel,42,65,2730
Sports Direct,2021-08-14,Northeast,Massachusetts,Women's Street Footwear,42,69,2898
Amazon,2021-08-22,Southeast,Kentucky,Men's Apparel,49,65,3185
Amazon,2021-09-23,Southeast,Kentucky,Women's Street Footwear,33,65,2145
Walmart,2021-03-19,South,Arkansas,Men's Apparel,32,65,2080
Amazon,2021-03-17,Northeast,New Hampshire,Men's Athletic Footwear,49,69,3381
West Gear,2021-01-23,South,Arkansas,Women's Athletic Footwear,18,65,1170
Foot Locker,2021-06-14,Midwest,Illinois,Women's Street Footwear,37,68,2516
West Gear,2021-04-20,South,Oklahoma,Men's Athletic Footwear,23,65,1495
Foot Locker,2021-10-23,South,Texas,Men's Athletic Footwear,41,68,2788
Kohl's,2021-01-16,South,Oklahoma,Men's Apparel,33,65,2145
Foot Locker,2021-11-02,Northeast,Pennsylvania,Women's Apparel,44,68,2992
Kohl's,2021-02-14,South,Oklahoma,Men's Athletic Footwear,23,65,1495
Foot Locker,2020-11-30,Midwest,Minnesota,Women's Street Footwear,37,68,2516
Foot Locker,2021-05-26,Midwest,Nebraska,Women's Apparel,32,68,2176
Kohl's,2021-03-12,Midwest,Kansas,Women's Apparel,23,65,1495
Kohl's,2021-05-12,Midwest,Kansas,Women's Street Footwear,32,65,2080
Sports Direct,2021-08-11,South,Alabama,Men's Apparel,38,68,2584
Kohl's,2021-09-12,Midwest,Kansas,Women's Athletic Footwear,14,65,910
Amazon,2021-10-17,Northeast,Maine,Women's Apparel,38,68,2584
Foot Locker,2021-08-12,Midwest,South Dakota,Women's Street Footwear,36,65,2340
Foot Locker,2021-09-13,Midwest,South Dakota,Women's Apparel,46,65,2990
Amazon,2021-12-23,Northeast,Maine,Women's Street Footwear,41,68,2788
Amazon,2021-12-17,Northeast,Maine,Women's Street Footwear,52,68,3536
Amazon,2021-08-21,West,Alaska,Women's Athletic Footwear,53,68,3604
Sports Direct,2021-01-17,West,Hawaii,Men's Apparel,54,68,3672
Walmart,2021-05-18,Southeast,Florida,Men's Apparel,52,68,3536
Foot Locker,2021-10-18,Midwest,Missouri,Men's Apparel,32,68,2176
West Gear,2021-01-17,West,Oregon,Women's Athletic Footwear,41,68,2788
Foot Locker,2021-03-22,West,Arizona,Women's Athletic Footwear,47,68,3196
Foot Locker,2021-06-23,West,Arizona,Men's Apparel,51,68,3468
Amazon,2021-05-23,Southeast,Kentucky,Men's Athletic Footwear,42,68,2856
Foot Locker,2021-12-21,Southeast,Kentucky,Women's Athletic Footwear,49,68,3332
Foot Locker,2021-12-21,Southeast,Kentucky,Men's Apparel,54,68,3672
West Gear,2021-04-20,South,Oklahoma,Women's Street Footwear,14,68,952
West Gear,2021-09-19,South,Oklahoma,Men's Apparel,23,68,1564
Kohl's,2021-02-14,Midwest,Kansas,Men's Apparel,32,68,2176
Sports Direct,2021-11-12,Midwest,South Dakota,Women's Apparel,61,65,3965
Foot Locker,2021-05-13,Midwest,South Dakota,Women's Apparel,58,68,3944
